,Alamat,Email,Kategori,Kode Kategori,Nama Perusahaan,Status Badan Usaha,Telp1,Telp2,Telp3,Website
3966,"WISMA 46 KOTA BNI, KARET TENGSIN, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10220",,Aktivitas Jasa Lainnya,,PIPE COATING INDONESIA,PT,,,,
3967,"JL RUKO BOTANI CAL BLOK I10 NO 30 JOGLO RAYA RT. 07/RW. 01, JOGLO, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11640",,Aktivitas Jasa Lainnya,,PIRANTEK,PT,021-58900093,,,
3968,"TANAH ABANG II RT. 04/RW. 01, CIDENG, KEC. GAMBIR, KOTA JAKARTA PUSAT 10150",,Aktivitas Jasa Lainnya,,PMB INDONESIA,PT,021-38902291,,,
3969,"JL RAYA BOGOR KM 28 NO 15 RT. 04/RW. 07, PEKAYON, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13710",,Aktivitas Jasa Lainnya,,PO DEDDY S <DEDY>,None,,,,
3970,"GD COLONY LT 5 JL KEMANG RAYA NO 6 RT. 14/RW. 01, BANGKA, KEC. MAMPANG PRAPATAN, KOTA JAKARTA SELATAN 12730",,Aktivitas Jasa Lainnya,,POETREE AMRITA PAKSINA,PT,021-98271953,,,
3971,"JL LAMANDAU RT. 11/RW. 07, KRAMAT PELA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12130",,Aktivitas Jasa Lainnya,,POLIMA,PT,021-72798531,,,
3972,"JL CIPUTAT RAYA NO 4 DE RT. 01/RW. 09, KEBAYORAN LAMA SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",,Aktivitas Jasa Lainnya,,POP YOUR HEART,None,0021-9305450,,,
3973,"JL MALL CENTRAL PARK S PARMAN KAV 28 RT. 06/RW. 06, TANJUNG DUREN SELATAN, KEC. GROGOL PETAMBURAN, KOTA JAKARTA BARAT 11740",,Aktivitas Jasa Lainnya,,POTATOO,None,,,,
3974,"JL WIJAYA GRAND CENTER, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",power.energitama@gmail.com,Aktivitas Jasa Lainnya,,POWER ENERGITAMA,PT,021-7230455,,,
3975,"GUNAWARMAN 67 FLOOR 2 RT. 03/RW. 07, RAWA BARAT, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12180",,Aktivitas Jasa Lainnya,,POWER SWING STUDIO,None,021-7264766,,,
3976,"MALL GANDARIA CITY LT 1 RT. 02/RW. 05, KEBAYORAN LAMA UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",,Aktivitas Jasa Lainnya,,PPP <ANISA>,None,021-29236841,,,
3977,"JL SCBD JEND SUDIRMAN KAV 52-53, B1-09 10 A , SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12190",siti@aestheticiatners.co.id,Aktivitas Jasa Lainnya,,PPP LASER CLINIC,None,021-57973538,021-57973539,,
3978,"LIPPO MALL PURI LT 2 NO5 RT. 02/RW. 02, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",,Aktivitas Jasa Lainnya,,PPP LASER CLINIC <KARTIKA>,None,021-29111282,,,wwwppplaserclinicindonesia.com
3979,"KBN KACANG 30 JL NO 10 RT. 05/RW. 04, KEBON KACANG, KEC. TANAH ABANG, KOTA JAKARTA PUSAT",,Aktivitas Jasa Lainnya,,PRABANAS,PT,08778170092,,,
3980,"BANGKA RAYA RT. 03/RW. 05, PELA MAMPANG, KEC. MAMPANG PRAPATAN, KOTA JAKARTA SELATAN 12720",,Aktivitas Jasa Lainnya,,PRAKARSA PURNA MANDIRI,PT,021-7199148,,,
3981,"JL DD MENTENG DALAM NO 15 RT. 10/RW. 01, MENTENG DALAM, KEC. TEBET, KOTA JAKARTA SELATAN 12870",,Aktivitas Jasa Lainnya,,PRAMBANAN MS,PT,021-83796240,,,
3982,"JL JAHARI RT. 04/RW. 07, SUKABUMI SELATAN, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11560",,Aktivitas Jasa Lainnya,,PRAMESTY LAUNDRY,None,,,,
3983,"JL WIJAYA II BLOK E NO 20 GRAND CENTER RT. 01/RW. 01, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",,Aktivitas Jasa Lainnya,,PRASANA GRAHA INDOPURI,PT,021-7202902,,,
3984,"JL RUKO BOTANI CAL BLOK I10 NO 15 JOGLO RAYA RT. 09/RW. 01, JOGLO, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11640",,Aktivitas Jasa Lainnya,,PRATAMA KARYA MITRA SELARAS,PT,021-58900065,,,
3985,"TEBET TIMUR DALAM RT. 13/RW. 09, TEBET TIMUR, KEC. TEBET, KOTA JAKARTA SELATAN 12820",pratiwi_adiguna@yahoo.com,Aktivitas Jasa Lainnya,,PRATIWI ADIGUNA CONSULTANT,PT,,,,
3986,"JL KENDAL NO 21A RT. 10/RW. 06, MENTENG, KEC. MENTENG, KOTA JAKARTA PUSAT 10310",,Aktivitas Jasa Lainnya,,PREMIUM INTERINDO,PT,021-3907495,021-3929720,,
3987,"JL RUKO INKOPAL BLOK A NO 12 BOULEVARD BARAT RAYA RT. 15/RW. 03, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",,Aktivitas Jasa Lainnya,,PREMIUM LAUNDRY,PT,021-458594045,,,
3988,"JL LETJEN SUPRAPTO RT. 01/RW. 03, HARAPAN MULYA, KEC. KEMAYORAN, KOTA JAKARTA PUSAT 10650",,Aktivitas Jasa Lainnya,,PRIMA CIPTA KREASINDO,PT,021-4211880,,,
3989,"JL DUREN TIGA RAYA NO 30 B RT. 05/RW. 05, DUREN TIGA, KEC. PANCORAN, KOTA JAKARTA SELATAN 13760",,Aktivitas Jasa Lainnya,,PRIMA DUTI UTAMA PT KLINIK ESTETIKA,None,021-7970548,,,www.klinikestetika.com
3990,"AMINTA PLAZA SUITE 206, JL TB SIMATUPANG RT. 06/RW. 14, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12310",,Aktivitas Jasa Lainnya,,PRIMA JASA SUKSES MAKMUR,None,021-7661346,021-7661347,,
3991,"JL APARTEMEN SIMPRUG TERAS GROUND FLOOR TEUKU NYAK ARIEF RT. 05/RW. 03, GROGOL SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12220",,Aktivitas Jasa Lainnya,,PRIMA LAUNDRY,None,021-7200475,,,
3992,"JL METRO KENCANA 4, RT. 05/RW. 15, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12310",,Aktivitas Jasa Lainnya,,PRIMA LAUNDRY,None,,,,
3993,"JL SENOPATI RAYA NO 15 KEBAYORAN BARU JAKARTA SELATAN RT. 06/RW. 03, SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12190",,Aktivitas Jasa Lainnya,,PRIMA LAUNDRY,None,021-5212753,,,
3994,"JL JOHAR NO 1A RT. 04/RW. 03, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT 10350",,Aktivitas Jasa Lainnya,,PRIMA LAUNDRY,None,,,,
3995,"WEST MALL B 01 GRAND INDONESIA, KEBON MELATI, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10230",,Aktivitas Jasa Lainnya,,PRIMA LAUNDRY AND DRY CLEANING,None,021-23581116,,,
3996,"CENGKARENG TIMUR, CENGKARENG TIMUR, KEC. CENGKARENG, KOTA JAKARTA BARAT",,Aktivitas Jasa Lainnya,,PRIMA MAKMUR,PT,0021-5402001,,,
3997,"JL KELAPA NIAS RAYA KR I NO 5 RT. 1/RW. 13, PEGANGSAAN DUA, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14250",,Aktivitas Jasa Lainnya,,PRIMA SAFT INDO <HARIANTO>,PT,021-45857729,021-45865763,,
3998,"JL PANGERAN JAYAKARTA RT. 06/RW. 07, MANGGA DUA SELATAN, KEC. SAWAH BESAR, KOTA JAKARTA PUSAT 10730",,Aktivitas Jasa Lainnya,,PRIMA SARANA WIRA JAYA,PT,021-6294243,,,
3999,"SENTRA NIAGA BLOK T4 NO 15 RT. 01/RW. 02, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",,Aktivitas Jasa Lainnya,,PRIMA WARALABA,PT,021-58356003,021-58356004,,
4000,"APT BATAVIA JL BENDUNGAN H RAYA RT. 11/RW. 03, KARET TENGSIN, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10210",,Aktivitas Jasa Lainnya,,PRIMA,PT,021-57933322,,,
4001,"JL ANGKASA 1 NO 10 RT. 011/RW. 10, GUNUNG SAHARI SELATAN, KEC. KEMAYORAN, KOTA JAKARTA PUSAT 10610",,Aktivitas Jasa Lainnya,,PRIMAJAS SANITASI,PT,021-651868148,,,
4002,"JL RAYA KOBER NO 83 RT. 9/RW. 2, BALE KAMBANG, KEC. KRAMAT JATI, KOTA JAKARTA TIMUR 13530",,Aktivitas Jasa Lainnya,,PRIMAKLIN LAUNDRY <ARWINSYAH>,None,0811980677,,,
4003,"RUKO DUTAMAS ITC FATMAWATI BLOK A2 NO 5 RT. 03/RW. 05, CIPETE UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12150",,Aktivitas Jasa Lainnya,,PRIMALAYAN CITRA MANDIRI,PT,021-72799713,,,
4004,"JL TEBET BARAT DALAM RAYA NO 37A RT. 06/RW. 03, TEBET BARAT, KEC. TEBET, KOTA JAKARTA SELATAN 12810",,Aktivitas Jasa Lainnya,,PRIMAVITA <TIGA SAHABAT ABADI,PT,021-8319423,,,
4005,"RUKAN PLAZA PASIFIK BLOK A2 NO 33, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",sales@primus.co.id,Aktivitas Jasa Lainnya,,PRIMUS INDONESIA,PT,021-45843020,,,
4006,"JL PACIFIC PLACE JEND SUDIAMAN KAV 52-53 RT. 05/RW. 01, SENAYAN, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12190",,Aktivitas Jasa Lainnya,,PRINCESS NAIL,None,021-57973228,,,
4007,"RUKO ROXI MAS ITC BLOK D5 NO 16 RT. 17/RW. 06, CIDENG, KEC. GAMBIR, KOTA JAKARTA PUSAT 10150",,Aktivitas Jasa Lainnya,,PRKARSA VISI VALUTAMA,PT,021-63858255,,,
4008,"JL GADING BATAVIA BLOK LC 9 NO 26 RT. 13/RW. 7, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA",,Aktivitas Jasa Lainnya,,PRO PACIFIC,PT,071-45854425,,,
4009,"JL GADING BATAVIA BLOK LC 8 NO 25 RT. 13/RW. 07, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",,Aktivitas Jasa Lainnya,,PRO PASIFIK,None,021-45853425,021-45853426,,
4010,"SOVEREIGN PLAZA SIMATUPANG LT 3 UNIT B KAV 36 RT. 02/RW. 02, CILANDAK BARAT, KEC. CILANDAK, KOTA JAKARTA SELATAN 12310",budiartolesmana@proaxia-asia.com,Aktivitas Jasa Lainnya,,PROAXIA CONSULTING INDONESIA,None,021-29400326125,,,www.proaxia-consulting.com
4011,"ITC PERMATA HIJAU LT GROUND, GROGOL UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN",,Aktivitas Jasa Lainnya,,PROMEC,None,,,,
4012,"JL SULTAN ISKANDAR MUDA RT. 07/RW. 102, KEBAYORAN LAMA SELATAN, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",,Aktivitas Jasa Lainnya,,PROMEC KARYA,PT,021-27506889,,,
4013,"JL TAMAN PERTOKOAN HIJAU GD HIJAU RT. 01/RW. 13, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 72370",,Aktivitas Jasa Lainnya,,PROPER LAUNDRY,None,021-7652362,,,
4014,"JL CEMPAKA PUTIH TENGAH 17C NO 72 RT. 06/RW. 07, CEMPAKA PUTIH TIMUR, KEC. CEMPAKA PUTIH, KOTA JAKARTA PUSAT 10510",,Aktivitas Jasa Lainnya,,PROQUAMAN INFORINDO,PT,021-4251887,021-4284036,,www.pqm.co.id
4015,"RUKO ROXY MAS BLOK D2 RT. 17/RW. 06, CIDENG, KEC. GAMBIR, KOTA JAKARTA PUSAT 10150",,Aktivitas Jasa Lainnya,,PROSIA,PT,021-63860306,,,
4016,"JL KEMANG RAYA NO 3 - 5 UNIT GF 16 RT. 12/RW. 01, BANGKA, KEC. MAMPANG PRAPATAN, KOTA JAKARTA SELATAN 12730",info@itsprospere.com,Aktivitas Jasa Lainnya,,PROSPERE LAUNDRY,None,021-02129055533,021-29055533,,
4017,"RUKAN CORDOBA RT. 01/RW. 06, KAMAL MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14470",,Aktivitas Jasa Lainnya,,PROSPERITY INDONESIA,PT,021-56986888,,,
4018,"KEBAYORAN SARANA, PT RT. 01/RW. 01, CIPETE UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12150",,Aktivitas Jasa Lainnya,,PULUN SARANA,PT,,,,
4019,"GD LIPPO KUNINGAN LT 12 UNIT C RT. 01/RW. 01, KARET KUNINGAN, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12920",,Aktivitas Jasa Lainnya,,PUNDIMAS CHATURA,PT,,,,
4020,"MALL GADING 2 LT 2/RW. 18, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",adm.punkq@gmail.com,Aktivitas Jasa Lainnya,,PUNK Q,None,021-45878287,,,
4021,"JL KEBON SIRIH 3 RT. 09/RW. 10, KAMPUNG BALI, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10250",,Aktivitas Jasa Lainnya,,PURI AZ-ZUHRA MUSLIMAH,PT,08121800523,,,
4022,"JL MADRASAH NO 60 RT. 02/RW. 09, PEKAYON, KEC. PASAR REBO, KOTA JAKARTA TIMUR 13710",,Aktivitas Jasa Lainnya,,PURNA CITRA CARAKA,PT,021-8720984,,,
4023,"RAJAWALI SELATAN RAYA JL BLOK 5 E, PADEMANGAN TIMUR, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14410",,Aktivitas Jasa Lainnya,,PURYTEK TUNGAL PRIMA,PT,0021-64713331,,,
4024,"JL PLUIT PUTRA RAYA NO 4 RT. 11/RW. 06, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",,Aktivitas Jasa Lainnya,,PUSAKA KESEHATAN PT <WISTON KARIM>,None,021-6621922,,,
4025,"JL PLUIT PUTRA RAYA NO 4 RT. 11/RW. 06, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",,Aktivitas Jasa Lainnya,,PUSAKA MUSTIKA AYU,PT,021-6631055,,,
4026,"JL CENTRA INDUSTRI BLOK J1 NO 2 RT. 02/RW. 03, KAMAL MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14470",,Aktivitas Jasa Lainnya,,PUTRA CANDRA SENTOSA,PT,,,,
4027,"PLAZA 6 GD RANCH MARKET PONDOK INDAH RT. 03/RW. 03, PONDOK PINANG, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12310",,Aktivitas Jasa Lainnya,,PUTRA MAYA ABADI,PT,,,,
4028,"JLBOULEVARD RAYA BLOK CN 3 NO 9-10, KELAPA GADING TIMUR, KEC. KELAPA GADING, KOTA JAKARTA UTARA",,Aktivitas Jasa Lainnya,,PUTRA PUTRI SEGAR,PT,021-4515218,021-4515219,,
4029,"RUKAN ARTHA GADING NIAGA BLOK CI RT. 03/RW. 21, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA 14240",,Aktivitas Jasa Lainnya,,PUTRAMAS GROUP <RICHARD>,None,021-45878557,021-45844178,,www.putramas.com
4030,"JL PINANG RANTI RT. 05/RW. 02, PINANG RANTI, KEC. MAKASAR, KOTA JAKARTA TIMUR 13560",,Aktivitas Jasa Lainnya,,PUTRANTARA SEMBADA,PT,08129258511,,,
4031,"JL PATUNG GG UU NO 27 RT. 08/RW. 04, JOHAR BARU, KEC. JOHAR BARU, KOTA JAKARTA PUSAT 10560",,Aktivitas Jasa Lainnya,,PUTRI SALON HARTATI,None,085319931964,,,
4032,"JL SAMPIT SATU RT. 01/RW. 06, KRAMAT PELA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12130",,Aktivitas Jasa Lainnya,,PUTRIPRAMUSWARI KENCANA,None,0217-215109,,,
4033,"JL SENOPATI NO 16, 2F RT. 01/RW. 02, SELONG, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12770",ryoji@ryojisakate,Aktivitas Jasa Lainnya,,PYOJI SAKATE SALON GOLDEN CITRA ASIA,PT,021-29305387,,,
4034,"ITC CEMPAKA MAS BLOK L NO 962 LT 4, SUMUR BATU, KEC. KEMAYORAN, KOTA JAKARTA PUSAT 10640",,Aktivitas Jasa Lainnya,,Q STORE <HENDRA M>,None,021-42902088,,,
4035,"GD ARVA LT 1 RT. 02/RW. 02, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT 10350",,Aktivitas Jasa Lainnya,,QUATUM BERKAH BERSAMA,PT,021-3915477,,,
4036,"GD MENARA HIJAU LT DASAR, JL MT HARYONO KAV 33 RT. 03/RW. 02, CIKOKO, KEC. PANCORAN, KOTA JAKARTA SELATAN 12770",,Aktivitas Jasa Lainnya,,QUEQUE INTERNATIONAL,None,021-8241111,,,
4037,"MGK MEGA KEMAYORAN ANGKASA BLOK F5/RW. 10, GUNUNG SAHARI SELATAN, KEC. KEMAYORAN, KOTA JAKARTA PUSAT 10610",,Aktivitas Jasa Lainnya,,RADITYA MULIA LESTARI,PT,021-29371926,,,
4038,"JL ENGGANO RAYA NO 75 RT. 04/RW. 16, TANJUNG PRIUK, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14310",,Aktivitas Jasa Lainnya,,RAHMAD JASA,PT,085693221632,,,
4039,"GD BERITA SATU PLAZA LT S6502, JL GATOT SUBROTO RT. 03/RW. 04, KARET SEMANGGI, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12950",hrdrd@yahoo.com,Aktivitas Jasa Lainnya,,RAIH DAYA PERSADA,PT,021-5200202 Ext: 224,,,
4040,"JL SUNTER PERMAI RUKAN RT. 11/RW. 14, SUNTER AGUNG, KEC. TANJUNG PRIOK, KOTA JAKARTA UTARA 14350",ryan100octaviano@yahoo.com,Aktivitas Jasa Lainnya,,RAKSA BAKSIA SANDIKA,PT,021-65305666,,,
4041,"JL MANGGA DUA RAYA KOMP RBB BLOK F6 NO 14 RT. 02/RW. 12, MANGGA DUA SELATAN, KEC. SAWAH BESAR, KOTA JAKARTA PUSAT 10730",,Aktivitas Jasa Lainnya,,RAMA INDONESIA,PT,021-6124087,,,
4042,"TANAH ABANG 1 BLOK TU NO 13/RW. 08, PETOJO SELATAN, KEC. GAMBIR, KOTA JAKARTA PUSAT 10160",,Aktivitas Jasa Lainnya,,RAMS ELEKTRONICS,PT,,,,
4043,"RUKAN PLAZA PASIFIK BLOK AI NO 12, KELAPA GADING BARAT, KEC. KELAPA GADING, KOTA JAKARTA UTARA",,Aktivitas Jasa Lainnya,,RAPIGRA,PT,021-29375347,,,
4044,"JL PANGKALAN JATI RT. 02/RW. 13, CIPINANG MELAYU, KEC. MAKASAR, KOTA JAKARTA TIMUR 13620",,Aktivitas Jasa Lainnya,,RASUNA PUTRA MANDIRI,PT,085891376078,,,
4045,"JL JAHARI RT. 04/RW. 07, SUKABUMI SELATAN, KEC. KEBON JERUK, KOTA JAKARTA BARAT 11560",,Aktivitas Jasa Lainnya,,RATU LAUNDRY,None,087707119351,,,
4046,"JL SULTAN ISKANDAR MUDA NO 99 RT. 10/RW. 03, KEBAYORAN LAMA UTARA, KEC. KEBAYORAN LAMA, KOTA JAKARTA SELATAN 12240",,Aktivitas Jasa Lainnya,,REAL YOGA,PT,021-7241940,021-7241946,,www.realyoga.co.id
4047,"JL PENANDANGAN 3 RT. 01/RW. 01, PADEMANGAN BARAT, KEC. PADEMANGAN, KOTA JAKARTA UTARA 14420",,Aktivitas Jasa Lainnya,,RED SQUARE PRODUCTION,None,,,,
4048,"JL SURYO, RAWA BARAT, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12180",,Aktivitas Jasa Lainnya,,RED WHITE,PT,08179953777,,,
4049,"JL HOS COKROAMINOTO RT. 1/RW. 5, MENTENG, KEC. MENTENG, KOTA JAKARTA PUSAT 10310",,Aktivitas Jasa Lainnya,,REDLIPS DENTAL CLINIC,None,021-3988108,,,
4050,"JL WARUNG JATI BARAT RT. 01/RW. 05, JATI PADANG, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12540",,Aktivitas Jasa Lainnya,,REFLEXICENTRAL,None,021-7820073,,,
4051,"JL PLUIT KARANG BARAT BLOK P2S NO 82 RT. 02/RW. 02, PLUIT, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",,Aktivitas Jasa Lainnya,,REFLEXY BAO SHENG TANG,None,021-6614940,,,
4052,"JL SUMATRA NO 46 RT. 02/RW. 04, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT 10310",,Aktivitas Jasa Lainnya,,REGHT WHITE,None,,,,
4053,"JL THE H TOWER LT 18 HR RASUNA SAID KAV 20, KARET KUNINGAN, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12940",jakarta.htower@regus.com,Aktivitas Jasa Lainnya,,REGUS BUSINESS CENTER INDONESIA,PT,021-29718600,021-23718601,,
4054,"JL DBS BANK TOWER LT 28 PROF DR SATRIO, KARET KUNINGAN, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12940",,Aktivitas Jasa Lainnya,,REGUS BUSINESS CENTRE INDONESIA,PT,021-29888200,021-29888201,,www.regus.co.id
4055,"JL DHARMANANGSA RAYA NO 12 RT. 04/RW. 01, PULO, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",cs@xarenvenahoncemgcom,Aktivitas Jasa Lainnya,,REJUVENATION CENTRE,None,021-72700048,,,
4056,"JL KEMANG RAYA NO 2 RT. 09/RW. 01, BANGKA, KEC. MAMPANG PRAPATAN, KOTA JAKARTA SELATAN 12730",,Aktivitas Jasa Lainnya,,RELAX LIVING,None,021-7194051,,,
4057,"WAHID HASYIM NO 59 RT. 01/RW. 04, GONDANGDIA, KEC. MENTENG, KOTA JAKARTA PUSAT 10340",,Aktivitas Jasa Lainnya,,RELAX,PT,021-31923708,,,
4058,"JL BANDENGAN SELATAN PURI DELTA MAS, PEJAGALAN, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14450",,Aktivitas Jasa Lainnya,,RENISMA SARI,PT,021-6632928,,,
4059,"JL S PARMAN KAVLING N2 SLIPI JAKARTA BARAT RT. 13/RW. 02, KEMANGGISAN, KEC. PALMERAH, KOTA JAKARTA BARAT 11480",,Aktivitas Jasa Lainnya,,RENTOKIL,PT,0215-369011,0215-369022,,www.rentokil.co.id
4060,"JL S PARMAN KAVLING N2 SLIPI RT. 13/RW. 02, KEMANGGISAN, KEC. PALMERAH, KOTA JAKARTA BARAT 11480",,Aktivitas Jasa Lainnya,,RENTOKIL,PT,0215-369011,0215-369022,,rentokil.co.id
4061,"JL S PARMAN KAVLING N2 SLIPI RT. 13/RW. 02, KEMANGGISAN, KEC. PALMERAH, KOTA JAKARTA BARAT 11480",,Aktivitas Jasa Lainnya,,RENTOKIL,PT,0215-369011,0215-369022,,rentokil.co.id
4062,"JL TEROGONG RAYA NO 9 RT. 05/RW. 10, CILANDAK BARAT, KEC. CILANDAK, KOTA JAKARTA SELATAN 12430",,Aktivitas Jasa Lainnya,,RESIKA ADIK <ISANDI>,None,021-7658998,,,
4063,"JL JAHARI, SUKABUMI SELATAN, KEC. KEBON JERUK, KOTA JAKARTA BARAT",,Aktivitas Jasa Lainnya,,RESTU LAUNDRY,None,,,,
4064,"GD GRAHA ARSA LT III, JL SIAGA RAYA NO 31 RT. 05/RW. 05, PEJATEN BARAT, KEC. PASAR MINGGU, KOTA JAKARTA SELATAN 12510",nency@rexyndo.com,Aktivitas Jasa Lainnya,,REXINDO ADIKARYA,PT,021-7986768,021-7986970,,
4065,"JL PESANGGRAHAN RAYA NO 54 DE PURI INDAH RT. 02/RW. 07, KEMBANGAN SELATAN, KEC. KEMBANGAN, KOTA JAKARTA BARAT 11610",,Aktivitas Jasa Lainnya,,RH BABY MOMMY SPA <NURLAELA>,None,081299388027,,,
4066,"JL KAVLING MELATI NO 96 RT. 18/RW. 09, KELAPA DUA WETAN, KEC. CIRACAS, KOTA JAKARTA TIMUR 13730",,Aktivitas Jasa Lainnya,,RHADILA NUR REJEKI,PT,021-87714694,,,
4067,"JL GUNUNG SAHARI XII B7 RT. 16/RW. 03, GUNUNG SAHARI UTARA, KEC. SAWAH BESAR, KOTA JAKARTA PUSAT 10720",,Aktivitas Jasa Lainnya,,RHINO INDONESIA SEJAHTERA,PT,021-6240644,,,
4068,"JL MELAWAI IX NO7 RT. 01/RW. 01, MELAWAI, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12160",,Aktivitas Jasa Lainnya,,RICKY SALON,None,0818637320,,,
4069,"GD MANGGALA WANABAKTI BLOK 4 LT 8, JL JENDRAL GATOT SUBROTO, GELORA, KEC. TANAH ABANG, KOTA JAKARTA PUSAT 10270",,Aktivitas Jasa Lainnya,,RIMBA RAYA CONSERVATION,PT,021-5746743,021-5746747,,
4070,"JL WARINGIN NO 10 RT. 03/RW. 01, UTAN KAYU UTARA, KEC. MATRAMAN, KOTA JAKARTA TIMUR 13120",rinjanitm@donnetid,Aktivitas Jasa Lainnya,,RINJANI JAYA ABADI,PT,021-29361110,,,
4071,"PLAZA 5 PONDOK INDAH BLOK D NO 10 RT. 04/RW. 15, GANDARIA UTARA, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12140",,Aktivitas Jasa Lainnya,,RIZZ NOVA PERDANA,PT,021-7247260,,,
4072,"SENTRA INDUSTRI TERPADU BLOK D3 NO 01 RT. 02/RW. 03, KAMAL MUARA, KEC. PENJARINGAN, KOTA JAKARTA UTARA 14470",,Aktivitas Jasa Lainnya,,RLOGIC TECHNOLOGY INDONESIA,PT,021-29033372,,,
4073,"JL SENOPATI RT. 06/RW. 03, SELONG, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12110",,Aktivitas Jasa Lainnya,,ROGER' S,None,,,,
4074,"JL WORTEL MONGINSIDI 21 RT. 05/RW. 02, SELONG, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 12110",,Aktivitas Jasa Lainnya,,ROGER SALON,None,027-72798939,,,www.rogerssalon.com
4075,"GUNAWARMAN NO 59 RT. 04/RW. 07, RAWA BARAT, KEC. KEBAYORAN BARU, KOTA JAKARTA SELATAN 72180",,Aktivitas Jasa Lainnya,,ROGER'S SALON,None,021-7258652,021-7222728,,
4076,"PLAZA SEMANGGI LT 1, JL JEND SUDIRMAN KAV 50 RT. 01/RW. 041, KARET SEMANGGI, KEC. SETIA BUDI, KOTA JAKARTA SELATAN 12930",roserve_ps2@yahoo.co.id,Aktivitas Jasa Lainnya,,ROSERVE,None,021-255362945,021-25536296,,
4077,"JL DEPSOS RAYA NO 62 RT. 04/RW. 01, BINTARO, KEC. PESANGGRAHAN, KOTA JAKARTA SELATAN 12330",,Aktivitas Jasa Lainnya,,ROYAL ANANTA KIRTIA,PT,081297390099,,,
